,scriptID,sceneID,header,text,upper,tokens
40,0,2,text,": Ofelia knocks on the partition window of the sedan. The
Driver stops.

",[],ofelia knocks on the partition window of the sedan the driver stops
41,0,3,scene_heading,": EXT. WOODS - SAME

","['EXT', 'WOODS', 'SAME']",ext woods same
42,0,3,text,": The caravan of cars stops. Carmen hurriedly climbs down and
moves to the front of the main car.
Gasping for air, she battles the nausea. Ofelia timidly
approaches her.

",[],the caravan of cars stops carmen hurriedly climbs down and moves to the front of the main car gasping for air she battles the nausea ofelia timidly approaches her
43,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
44,0,3,dialog,": Ofelia, wait up.

",[],ofelia wait up
45,0,3,text,": She grabs her pregnant abdomen.

",[],she grabs her pregnant abdomen
46,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
47,0,3,dialog,": Your brother's not well.

",[],your brother s not well
48,0,3,text,": Ofelia nods and moves away. SERRANO, a military man, climbs
out of the car behind them and approaches Carmen solicitous.

",['SERRANO'],ofelia nods and moves away serrano a military man climbs out of the car behind them and approaches carmen solicitous
49,0,3,speaker_heading,": SERRANO

",['SERRANO'],serrano
50,0,3,dialog,": Madam, are you feeling ill?

",[],madam are you feeling ill
51,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
52,0,3,dialog,": Water- just a bit of water-

",[],water just a bit of water
53,0,3,speaker_heading,": SERRANO

",['SERRANO'],serrano
54,0,3,dialog,": (to one of his men)
Water, bring water for the Captain's
wife.

",[],to one of his men water bring water for the captain s wife
55,0,3,text,": Ofelia walks alongside the road, moving into the woods and
further away from the caravan of cars.
CAMERA surveys the heavy forest: a tangled tapestry of moss
and fog. The trees, swayed by the wind, murmur softly around Ofelia.
She stumbles upon a strange stone by the side of the road.
Roughly the size of a fist- carved on it, the outline of a
human EYE.
Fascinated, the young girl picks it up.
She looks around and finds -amidst the shrubs- an ancient
stone monolith incised with Celtic lettering.
It's crowned with the grotesque face of a satyr- mouth open
wide.
A piece of the brutish face is missing: an eye.
Ofelia fits the piece of engraved stone in the missing area.
A perfect fit.
From inside the statue a clicking noise emerges. The wind
picks up and out of the satyr's open mouth, a STICK INSECT lazily crawls
out. Ofelia smiles. The insect climbs atop the stone head
and studies the girl for a moment. Then

","['CAMERA', 'EYE', 'A', 'A', 'STICK', 'INSECT']",ofelia walks alongside the road moving into the woods and further away from the caravan of cars camera surveys the heavy forest a tangled tapestry of moss and fog the trees swayed by the wind murmur softly around ofelia she stumbles upon a strange stone by the side of the road roughly the size of a fist carved on it the outline of a human eye fascinated the young girl picks it up she looks around and finds amidst the shrubs an ancient stone monolith incised with celtic lettering it s crowned with the grotesque face of a satyr mouth open wide a piece of the brutish face is missing an eye ofelia fits the piece of engraved stone in the missing area a perfect fit from inside the statue a clicking noise emerges the wind picks up and out of the satyr s open mouth a stick insect lazily crawls out ofelia smiles the insect climbs atop the stone head and studies the girl for a moment then
56,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
57,0,3,dialog,": Ofelia??

",[],ofelia
58,0,3,text,": The sound of Carmen's voice startles the creature, which flies
off. Ofelia runs to her mother's side.

",[],the sound of carmen s voice startles the creature which flies off ofelia runs to her mother s side
59,0,3,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
60,0,3,dialog,": (enthusiastic)
A fairy- I saw a fairy!!

","['A', 'I']",enthusiastic a fairy i saw a fairy
61,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
62,0,3,dialog,": Oh- look at your shoes!! They're covered
in mud!

",[],oh look at your shoes they re covered in mud
63,0,3,text,": They head back to the caravan.

",[],they head back to the caravan
64,0,3,speaker_heading,": CARMEN

",['CARMEN'],carmen
65,0,3,dialog,": When we get to the mill I want you to
greet Captain Vidal.
That man- has been very good to us,
darling. You have no idea-
So, I want you to call him ""Father."" Do
you hear me? ""Father...""
It's just a word, Ofelia.

","['I', 'I']",when we get to the mill i want you to greet captain vidal that man has been very good to us darling you have no idea so i want you to call him father do you hear me father it s just a word ofelia
66,0,3,text,": The Stick Insect lands in a nearby tree and observes inquisitively
as Mother and daughter climb into the main car and head off.
A beat later, the Stick Insect flies after them.

",['A'],the stick insect lands in a nearby tree and observes inquisitively as mother and daughter climb into the main car and head off a beat later the stick insect flies after them
67,0,4,scene_heading,":  INT. WATER MILL - DAY

","['INT', 'WATER', 'MILL', 'DAY']",int water mill day
68,0,4,text,": CLOSE-UP: a gold pocket watch, on a heavy chain. The glass
dial is cracked...
A gloved THUMB snaps the cover shut. A VOICE - CAPTAIN VIDAL
- mutters in irritation.

","['CLOSE', 'UP', 'A', 'THUMB', 'A', 'VOICE', 'CAPTAIN', 'VIDAL']",close up a gold pocket watch on a heavy chain the glass dial is cracked a gloved thumb snaps the cover shut a voice captain vidal mutters in irritation
69,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
70,0,4,dialog,": Fifteen minutes late.

",[],fifteen minutes late
71,0,4,text,": ANGLE WIDENS to describe a dilapidated WATER MILL.
The site consists of a pair of dark stone buildings with
corrugated roofs, connected to the mill by a small stone
bridge. A large water wheel hangs over the dry riverbed.
The wooden beams and columns bear sculpted Celtic motifs and
here and there, small, odd, carved creatures.
The walls have been reinforced with hundreds of sand-bags
and wooden pontoons, as if preparing for an attack.
CAPTAIN VIDAL and a small group of SERVANTS and SOLDIERS
wait patiently outside.

","['ANGLE', 'WIDENS', 'WATER', 'MILL', 'A', 'CAPTAIN', 'VIDAL', 'SERVANTS', 'SOLDIERS']",angle widens to describe a dilapidated water mill the site consists of a pair of dark stone buildings with corrugated roofs connected to the mill by a small stone bridge a large water wheel hangs over the dry riverbed the wooden beams and columns bear sculpted celtic motifs and here and there small odd carved creatures the walls have been reinforced with hundreds of sand bags and wooden pontoons as if preparing for an attack captain vidal and a small group of servants and soldiers wait patiently outside
72,0,4,speaker_heading,": SOLDIER

",['SOLDIER'],soldier
73,0,4,dialog,": Captain!! They're here-

",[],captain they re here
74,0,4,text,": The caravan of Bentleys stops in front of the building. Vidal
and his group moves in. Servants and Soldiers unload luggage
withy military efficiency. In charge is MERCEDES, a young
but strict country woman.
Vidal greets Carmen.

",['MERCEDES'],the caravan of bentleys stops in front of the building vidal and his group moves in servants and soldiers unload luggage withy military efficiency in charge is mercedes a young but strict country woman vidal greets carmen
75,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
76,0,4,dialog,": Carmen- Welcome-

",[],carmen welcome
77,0,4,text,": With a pleasant smile, he touches her pregnant belly and
then points at a wooden wheelchair pushed to Carmen's side
by a small, nervous man SGT. GARCES. By his side stands
DOCTOR FERREIRO, a pleasant, scholarly man in his mid
forties.

","['SGT', 'GARCES', 'DOCTOR', 'FERREIRO']",with a pleasant smile he touches her pregnant belly and then points at a wooden wheelchair pushed to carmen s side by a small nervous man sgt garces by his side stands doctor ferreiro a pleasant scholarly man in his mid forties
78,0,4,speaker_heading,": CARMEN

",['CARMEN'],carmen
79,0,4,dialog,": I- I don't need it- I can walk by myself.

","['I', 'I', 'I']",i i don t need it i can walk by myself
80,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
81,0,4,dialog,": Doctor Ferreiro prefers that you don't
exert yourself.

",[],doctor ferreiro prefers that you don t exert yourself
82,0,4,speaker_heading,": CARMEN

",['CARMEN'],carmen
83,0,4,dialog,": N-no...

",['N'],n no
84,0,4,text,": Vidal leans towards her and whispers -ever so softly- in her
ear:

",[],vidal leans towards her and whispers ever so softly in her ear
85,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
86,0,4,dialog,": Then do it for me...

",[],then do it for me
87,0,4,text,": She obeys. As she sits, Ofelia exits the automobile, holding
her books close to her chest.

",[],she obeys as she sits ofelia exits the automobile holding her books close to her chest
88,0,4,speaker_heading,": CARMEN

",['CARMEN'],carmen
89,0,4,dialog,": Ofelia. Greet the Captain.

",[],ofelia greet the captain
90,0,4,text,":  She is wheeled away. An awkward silence passes between the
young girl and the Captain.

",[],she is wheeled away an awkward silence passes between the young girl and the captain
91,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
92,0,4,dialog,": Ofelia-

",[],ofelia
93,0,4,text,": The girl extends her hand. He grabs it, firm but cold. It is
her left hand.

",[],the girl extends her hand he grabs it firm but cold it is her left hand
94,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
95,0,4,dialog,":  It's the other hand, Ofelia.

",[],it s the other hand ofelia
96,0,4,text,": He turns to the servants.

",[],he turns to the servants
97,0,4,speaker_heading,": VIDAL

",['VIDAL'],vidal
98,0,4,dialog,": Mercedes, take my wife's luggage to her
room-

",[],mercedes take my wife s luggage to her room
99,0,4,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
100,0,4,dialog,": Yes, sir.

",[],yes sir
101,0,4,text,": Mercedes glances back to find Ofelia curiously gazing at-
-a pile of sandbags. Perched on top-
-the big Stick Insect.
It fans out its multiple wings. Twice. Ofelia runs over and
tries to catch it.
But the Stick Insect takes off and escapes. The girl drops her
books and goes after it.

",[],mercedes glances back to find ofelia curiously gazing at a pile of sandbags perched on top the big stick insect it fans out its multiple wings twice ofelia runs over and tries to catch it but the stick insect takes off and escapes the girl drops her books and goes after it
102,0,5,scene_heading,": EXT. GARDENS - FURTHER - CONTINUOUS

","['EXT', 'GARDENS', 'FURTHER', 'CONTINUOUS']",ext gardens further continuous
103,0,5,text,": Ofelia follows the Stick Insect to the edge of a small rise.
She follows it with her eyes and sees, about 100 meters
away, surrounded by trees, the ruins of a garden LABYRINTH.
The CAMERA glides up for a better view. The labyrinth is
circular, its paths overgrown and partially blocked.
Ofelia enters the labyrinth through an archway. She ventures
down one of its pathways and stops-

","['LABYRINTH', 'CAMERA']",ofelia follows the stick insect to the edge of a small rise she follows it with her eyes and sees about 100 meters away surrounded by trees the ruins of a garden labyrinth the camera glides up for a better view the labyrinth is circular its paths overgrown and partially blocked ofelia enters the labyrinth through an archway she ventures down one of its pathways and stops
104,0,5,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
105,0,5,dialog,": It's a labyrinth-

",[],it s a labyrinth
106,0,5,text,": Ofelia turns- the young woman stands by her side. Ofelia's
books in hand.

",[],ofelia turns the young woman stands by her side ofelia s books in hand
107,0,5,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
108,0,5,dialog,": Just a pile of old stones.
They've always been there, even before
the mill. Better you don't go near it-
You could get lost.

",[],just a pile of old stones they ve always been there even before the mill better you don t go near it you could get lost
109,0,5,text,": A ray of sunlight breaks through the grey clouds and
illuminates the old ruins. Mercedes hands her the books.

",['A'],a ray of sunlight breaks through the grey clouds and illuminates the old ruins mercedes hands her the books
110,0,5,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
111,0,5,dialog,": Thank you.

",[],thank you
112,0,5,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
113,0,5,dialog,": Have you read them all?

",[],have you read them all
114,0,5,text,": Garcés shouts from the mill:

",[],garc s shouts from the mill
115,0,5,speaker_heading,": GARCES

",['GARCES'],garces
116,0,5,dialog,": Mercedes!
(Mercedes reacts)
The Captain’s calling you.

",[],mercedes mercedes reacts the captain s calling you
117,0,5,text,": Mercedes makes a small gesture of goodbye to Ofelia.

",[],mercedes makes a small gesture of goodbye to ofelia
118,0,5,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
119,0,5,dialog,": Your father needs me.

",[],your father needs me
120,0,5,text,": She turns and walks away-

",[],she turns and walks away
121,0,5,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
122,0,5,dialog,": He's not my father.

",[],he s not my father
123,0,5,text,": Mercedes doesn't understand. The girl runs up to her.

",[],mercedes doesn t understand the girl runs up to her
124,0,5,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
125,0,5,dialog,": The Captain- he's not my father. My
father was a tailor. He died in the war. The Captain’s not my father!

",[],the captain he s not my father my father was a tailor he died in the war the captain s not my father
126,0,5,text,": Mercedes can't help but smile at the girl's sudden
vehemence.

",[],mercedes can t help but smile at the girl s sudden vehemence
127,0,5,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
128,0,5,dialog,": Well, you've made that clear enough.

",[],well you ve made that clear enough
129,0,5,text,": They walk away together.

",[],they walk away together
130,0,5,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
131,0,5,dialog,": Did you see my mother?
(Mercedes nods)
She's pretty isn't she?
(Mercedes nods)
You saw her belly? She's sick with child.

",[],did you see my mother mercedes nods she s pretty isn t she mercedes nods you saw her belly she s sick with child
132,0,5,text,": As they go into the house, the Stick Insect - perched atop
the labyrinth's archway - monitors their every move.

",[],as they go into the house the stick insect perched atop the labyrinth s archway monitors their every move
133,0,6,scene_heading,": INT. DINING ROOM - NIGHT

","['INT', 'DINING', 'ROOM', 'NIGHT']",int dining room night
134,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
135,0,6,dialog,": The guerillas are sticking to the woods
because it's hard to track them down up
there.

",[],the guerillas are sticking to the woods because it s hard to track them down up there
136,0,6,text,": Vidal is standing at an enormous dining table. Serrano,
Garcés and a few lower-ranking officials surround him.

",[],vidal is standing at an enormous dining table serrano garc s and a few lower ranking officials surround him
137,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
138,0,6,dialog,": Those pricks know the terrain better than
any of us. We need to force them down -

",[],those pricks know the terrain better than any of us we need to force them down
139,0,6,text,": Vidal sticks pins into one of the larger maps.

",[],vidal sticks pins into one of the larger maps
140,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
141,0,6,dialog,": -let's block their access to medicine and supplies.

",[],let s block their access to medicine and supplies
142,0,6,text,": Mercedes enters bearing a tray of olives, cold cuts and a
bottle of Orujo liquor.

",[],mercedes enters bearing a tray of olives cold cuts and a bottle of orujo liquor
143,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
144,0,6,dialog,": We'll set up three command posts. Here,
here and here.

",[],we ll set up three command posts here here and here
145,0,6,text,": Mercedes glances briefly at the maps, concealing avid interest.
Suddenly, Vidal grabs Mercedes by the arm.

",[],mercedes glances briefly at the maps concealing avid interest suddenly vidal grabs mercedes by the arm
146,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
147,0,6,dialog,": Have Dr. Ferreiro come see me.

",[],have dr ferreiro come see me
148,0,6,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
149,0,6,dialog,": Yes, Sir...

",[],yes sir
150,0,6,text,": Turning his attention back to his maps, Vidal takes two
olives and pops them into his mouth.

",[],turning his attention back to his maps vidal takes two olives and pops them into his mouth
151,0,6,speaker_heading,": VIDAL

",['VIDAL'],vidal
152,0,6,dialog,": (chewing)
Those bastards are going to starve...
you'll see...

",[],chewing those bastards are going to starve you ll see
153,0,7,scene_heading,": INT. UPPER BEDROOM - DUSK

","['INT', 'UPPER', 'BEDROOM', 'DUSK']",int upper bedroom dusk
154,0,7,text,": The doctor stirs some drops of medicine into a glass of
water. Carmen lies back in a monumental carved bed. On her
lap there are several playing cards.

",[],the doctor stirs some drops of medicine into a glass of water carmen lies back in a monumental carved bed on her lap there are several playing cards
155,0,7,speaker_heading,": DOCTOR

",['DOCTOR'],doctor
156,0,7,dialog,": Just four drops at bedtime and you'll
sleep all night long.

",[],just four drops at bedtime and you ll sleep all night long
157,0,7,text,": He gives her the water and the medicine vial. Carmen drinks
weakly. Ofelia stands by her side.

",[],he gives her the water and the medicine vial carmen drinks weakly ofelia stands by her side
158,0,7,speaker_heading,": DOCTOR

",['DOCTOR'],doctor
159,0,7,dialog,": Don't hesitate to call if you need
anything, Madame. You- or your little
nurse.

",[],don t hesitate to call if you need anything madame you or your little nurse
160,0,7,text,": He grins at Ofelia, then exits the room. Carmen gives Ofelia
the medicine vial.

",[],he grins at ofelia then exits the room carmen gives ofelia the medicine vial
161,0,7,speaker_heading,": CARMEN

",['CARMEN'],carmen
162,0,7,dialog,": Go. Close the door so I can sleep.

",['I'],go close the door so i can sleep
163,0,8,scene_heading,": INT. FOYER/STAIRWAY - NIGHT

","['INT', 'FOYER', 'STAIRWAY', 'NIGHT']",int foyer stairway night
164,0,8,text,": In the hallway, the doctor finds Mercedes waiting for him.
They proceed in silence down the hallway and look down into the foyer: empty.

",[],in the hallway the doctor finds mercedes waiting for him they proceed in silence down the hallway and look down into the foyer empty
165,0,8,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
166,0,8,dialog,": You must come up the mountain and see him-
the leg wound- its getting worse...

",[],you must come up the mountain and see him the leg wound its getting worse
167,0,8,text,": The doctor nods timidly and gives Mercedes a small PACKAGE
wrapped in dark paper and neatly tied in string.

",['PACKAGE'],the doctor nods timidly and gives mercedes a small package wrapped in dark paper and neatly tied in string
168,0,8,speaker_heading,": DOCTOR

",['DOCTOR'],doctor
169,0,8,dialog,": This is all I could get. I'm sorry.

","['I', 'I']",this is all i could get i m sorry
170,0,8,text,": Mercedes sighs, disappointed.

",[],mercedes sighs disappointed
171,0,8,speaker_heading,": MERCEDES

",['MERCEDES'],mercedes
172,0,8,dialog,": He's downstairs- don't keep him waiting.

",[],he s downstairs don t keep him waiting
173,0,8,text,": The doctor moves downstairs. Mercedes glances toward the
Upper Bedroom and discovers Ofelia, watching her attentively- how long has
she been there?
The girl closes the door quietly.

",[],the doctor moves downstairs mercedes glances toward the upper bedroom and discovers ofelia watching her attentively how long has she been there the girl closes the door quietly
174,0,9,scene_heading,": INT. UPPER BEDROOM - NIGHT

","['INT', 'UPPER', 'BEDROOM', 'NIGHT']",int upper bedroom night
175,0,9,text,": Ofelia takes off her shoes and climbs into her mother's bed.
As she cuddles close to her mother-

",[],ofelia takes off her shoes and climbs into her mother s bed as she cuddles close to her mother
176,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
177,0,9,dialog,": Jesus- Your feet- they're frozen.

",[],jesus your feet they re frozen
178,0,9,text,": She caresses Ofelia's head. The wind picks up and the house
timbers moan and creak.

",[],she caresses ofelia s head the wind picks up and the house timbers moan and creak
179,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
180,0,9,dialog,": Are you scared?

",[],are you scared
181,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
182,0,9,dialog,": A little bit.

",['A'],a little bit
183,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
184,0,9,dialog,": What's that noise?

",[],what s that noise
185,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
186,0,9,dialog,": Nothing, just the wind. Nights here are
different from city nights. There, you
hear cars, trains. Here the houses are
old and creaky.

",[],nothing just the wind nights here are different from city nights there you hear cars trains here the houses are old and creaky
187,0,9,text,": The house utters a series of deep, rumbling noises.

",[],the house utters a series of deep rumbling noises
188,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
189,0,9,dialog,": Almost like they're speaking.

",[],almost like they re speaking
190,0,9,text,": Tomorrow, I'm going to give you something
special.

",['I'],tomorrow i m going to give you something special
191,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
192,0,9,dialog,": A book?

",['A'],a book
193,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
194,0,9,dialog,": No, something much better.

",[],no something much better
195,0,9,text,": A beat of silence and then-

",['A'],a beat of silence and then
196,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
197,0,9,dialog,": Why did you have to get married?

",[],why did you have to get married
198,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
199,0,9,dialog,": We were alone too long.

",[],we were alone too long
200,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
201,0,9,dialog,": You weren't alone. You were never alone.

",[],you weren t alone you were never alone
202,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
203,0,9,dialog,": When you're older you'll understand. It
hasn't been easy for me.

",[],when you re older you ll understand it hasn t been easy for me
204,0,9,text,": She winces in pain-

",[],she winces in pain
205,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
206,0,9,dialog,": Your brother's- he's acting up. Tell him
one of your stories so he'll calm down.

",[],your brother s he s acting up tell him one of your stories so he ll calm down
207,0,9,text,": Ofelia gently leans on her mother's stomach and taps it with
one finger, as if it were a telegraph key.

",[],ofelia gently leans on her mother s stomach and taps it with one finger as if it were a telegraph key
208,0,9,speaker_heading,": CARMEN

",['CARMEN'],carmen
209,0,9,dialog,": My brother, my brother...

",[],my brother my brother
210,0,9,text,": Carmen closes her eyes and listens to her daughter's voice-

",[],carmen closes her eyes and listens to her daughter s voice
211,0,9,speaker_heading,": OFELIA.

",['OFELIA'],ofelia
212,0,9,dialog,": ... a long, long time ago in a grey, sad
country...",[],a long long time ago in a grey sad country
213,1,0,scene_heading,": INT. NASSAU BAND REHEARSAL STUDIO - GEHRING HALL - NIGHT 1

","['INT', 'NASSAU', 'BAND', 'REHEARSAL', 'STUDIO', 'GEHRING', 'HALL', 'NIGHT']",int nassau band rehearsal studio gehring hall night 1
214,1,0,text,": A cavernous space. Sound-proofed walls. And in the center, a
DRUM SET. Seated at it, in a sweat-marked white T, eyes
zeroed on his single-stroke roll, is ANDREW NEIMAN.
He’s 19, slight, honors-student-skinny -- except for his
arms, which have been built from years and years of drumming.
Suddenly -- a MAN enters the practice room. Stopping, rising--

","['A', 'DRUM', 'SET', 'T', 'ANDREW', 'NEIMAN', 'MAN']",a cavernous space sound proofed walls and in the center a drum set seated at it in a sweat marked white t eyes zeroed on his single stroke roll is andrew neiman he s 19 slight honors student skinny except for his arms which have been built from years and years of drumming suddenly a man enters the practice room stopping rising
215,1,0,speaker_heading,": ANDREW

",['ANDREW'],andrew
216,1,0,dialog,": Sorry... I’m -- I’m sorry--

","['I', 'I']",sorry i m i m sorry
217,1,0,speaker_heading,": MAN

",['MAN'],man
218,1,0,dialog,": It’s ok. Stay there.
The MAN steps forward, removes his coat. He’s tall. Late
fifties. Black T-shirt, black slacks, black shoes. We’1ll know
him as FLETCHER.
The room is silent now. And then, softly, as he’s one of
those people whose whisper can scare the crap out of you--

","['MAN', 'T', 'FLETCHER']",it s ok stay there the man steps forward removes his coat he s tall late fifties black t shirt black slacks black shoes we 1ll know him as fletcher the room is silent now and then softly as he s one of those people whose whisper can scare the crap out of you
219,1,0,speaker_heading,": FLETCHER

",['FLETCHER'],fletcher
